物件名,カテゴリー,築年数,構造,階数,賃料,管理費,敷金,礼金,間取り,面積,23区,都市名,路線,最寄駅,徒歩
東京メトロ丸ノ内線 本郷三丁目駅 14階建 築17年,賃貸マンション,17,14,3,90000.0,10000.0,90000.0,90000.0,1K,21.6,文京区,本郷３,東京メトロ丸ノ内線,本郷三丁目駅,3
東京メトロ丸ノ内線 本郷三丁目駅 14階建 築17年,賃貸マンション,17,14,2,90000.0,10000.0,90000.0,0.0,1K,21.6,文京区,本郷３,東京メトロ丸ノ内線,本郷三丁目駅,3
東京メトロ丸ノ内線 本郷三丁目駅 14階建 築17年,賃貸マンション,17,14,3,90000.0,10000.0,90000.0,90000.0,1K,21.2,文京区,本郷３,東京メトロ丸ノ内線,本郷三丁目駅,3
東京メトロ丸ノ内線 本郷三丁目駅 14階建 築17年,賃貸マンション,17,14,2,99000.0,9000.0,0.0,0.0,1K,21.6,文京区,本郷３,東京メトロ丸ノ内線,本郷三丁目駅,3
東京メトロ丸ノ内線 本郷三丁目駅 14階建 築17年,賃貸マンション,17,14,5,99000.0,9000.0,0.0,0.0,1K,21.6,文京区,本郷３,東京メトロ丸ノ内線,本郷三丁目駅,3
東京メトロ丸ノ内線 本郷三丁目駅 14階建 築17年,賃貸マンション,17,14,11,99000.0,10000.0,99000.0,99000.0,1K,21.2,文京区,本郷３,東京メトロ丸ノ内線,本郷三丁目駅,3
東京メトロ丸ノ内線 本郷三丁目駅 14階建 築17年,賃貸マンション,17,14,8,170000.0,15000.0,170000.0,170000.0,1LDK,43.2,文京区,本郷３,東京メトロ丸ノ内線,本郷三丁目駅,3
ハイツサンフラワー,賃貸マンション,36,11,3,90000.0,5000.0,90000.0,90000.0,2DK,45.33,板橋区,板橋３,都営三田線,板橋区役所前駅,4
リノ門前仲町,賃貸マンション,5,5,4,83000.0,7000.0,0.0,0.0,ワンルーム,20.15,江東区,木場３,東京メトロ東西線,木場駅,7
ベルメゾン南麻布ｇｒａｎｄ,賃貸マンション,17,10,6,220000.0,10000.0,0.0,220000.0,2LDK,52.57,港区,南麻布２,東京メトロ南北線,麻布十番駅,8
ベルメゾン南麻布ｇｒａｎｄ,賃貸マンション,17,10,4,239000.0,10000.0,0.0,239000.0,1SLDK,53.62,港区,南麻布２,東京メトロ南北線,麻布十番駅,8
ＪＲ山手線 田端駅 4階建 築3年,賃貸マンション,3,4,1,70000.0,8000.0,70000.0,0.0,ワンルーム,18.38,北区,東田端２,ＪＲ山手線,田端駅,6
ＪＲ山手線 田端駅 4階建 築3年,賃貸マンション,3,4,4,74000.0,8000.0,74000.0,0.0,ワンルーム,18.38,北区,東田端２,ＪＲ山手線,田端駅,6
ルミエール西が丘,賃貸マンション,19,9,2,70000.0,7000.0,70000.0,35000.0,1K,24.9,北区,西が丘３,都営三田線,本蓮沼駅,5
ルミエール西が丘,賃貸マンション,19,9,5,74000.0,7000.0,74000.0,37000.0,1K,24.9,北区,西が丘３,都営三田線,本蓮沼駅,5
西武池袋線 富士見台駅 2階建 築6年,賃貸アパート,6,2,1,115000.0,5500.0,0.0,0.0,1LDK,42.06,練馬区,貫井４,西武池袋線,富士見台駅,12
西武池袋線 富士見台駅 2階建 築6年,賃貸アパート,6,2,1,115000.0,5500.0,0.0,0.0,1LDK,42.06,練馬区,貫井４,西武池袋線,富士見台駅,12
ブロンズストーン宇田川,賃貸マンション,30,5,3,265000.0,10000.0,265000.0,265000.0,3LDK,84.7,品川区,大井５,ＪＲ横須賀線,西大井駅,9
ブロンズストーン宇田川,賃貸マンション,30,5,3,270000.0,10000.0,270000.0,270000.0,3LDK,84.7,品川区,大井５,ＪＲ横須賀線,西大井駅,9
サンシティE棟,賃貸マンション,44,15,3,130000.0,0.0,260000.0,130000.0,3LDK,78.06,板橋区,中台３,都営三田線,志村三丁目駅,14
DEAR ECLASS EBISU,賃貸マンション,2,3,1,95000.0,10000.0,0.0,0.0,1K,18.03,渋谷区,恵比寿３,ＪＲ山手線,恵比寿駅,10
DEAR ECLASS EBISU,賃貸マンション,2,3,1,98000.0,10000.0,0.0,0.0,1K,18.06,渋谷区,恵比寿３,ＪＲ山手線,恵比寿駅,10
DEAR ECLASS EBISU,賃貸マンション,2,3,2,99000.0,10000.0,0.0,0.0,1K,18.03,渋谷区,恵比寿３,ＪＲ山手線,恵比寿駅,10
テラス代々木上原,賃貸アパート,3,2,1,69500.0,5000.0,0.0,0.0,ワンルーム,9.0,渋谷区,上原２,東京メトロ千代田線,代々木上原駅,7
テラス代々木上原,賃貸アパート,3,2,1,70000.0,5000.0,0.0,0.0,ワンルーム,9.0,渋谷区,上原２,東京メトロ千代田線,代々木上原駅,7
テラス代々木上原,賃貸アパート,3,2,2,73500.0,5000.0,0.0,0.0,ワンルーム,9.09,渋谷区,上原２,東京メトロ千代田線,代々木上原駅,7
はなみずき,賃貸アパート,7,2,1,93000.0,3000.0,0.0,93000.0,1K,33.08,杉並区,阿佐谷南１,ＪＲ中央線,阿佐ケ谷駅,8
レジデンス浜田山,賃貸マンション,27,7,5,133000.0,6000.0,133000.0,133000.0,2DK,45.0,杉並区,浜田山３,京王井の頭線,浜田山駅,5
レジデンス浜田山,賃貸マンション,27,7,5,133000.0,6000.0,133000.0,133000.0,2DK,45.0,杉並区,浜田山３,京王井の頭線,浜田山駅,5
エグゼ浅草弐番館,賃貸マンション,17,11,6,78000.0,8000.0,0.0,39000.0,1K,22.04,台東区,寿３,東京メトロ銀座線,田原町駅,3
エグゼ浅草弐番館,賃貸マンション,17,11,10,118000.0,8000.0,118000.0,118000.0,1DK,30.86,台東区,寿３,東京メトロ銀座線,田原町駅,3
SOU阿佐ヶ谷II,賃貸マンション,0,5,1,84000.0,5000.0,84000.0,84000.0,1K,20.03,杉並区,阿佐谷北１,ＪＲ中央線,阿佐ケ谷駅,6
ＪＲ中央線 阿佐ケ谷駅 4階建 築2年,賃貸マンション,2,4,1,84000.0,5000.0,84000.0,84000.0,1K,20.03,杉並区,阿佐谷北１,ＪＲ中央線,阿佐ケ谷駅,6
ジェノヴィア浅草IIIグリーンヴェール,賃貸マンション,7,10,4,81000.0,15000.0,0.0,0.0,1K,25.73,台東区,千束３,つくばエクスプレス,浅草駅,10
ジェノヴィア浅草IIIグリーンヴェール,賃貸マンション,7,10,2,85500.0,14000.0,0.0,0.0,1K,25.73,台東区,千束３,つくばエクスプレス,浅草駅,10
ジェノヴィア浅草IIIグリーンヴェール,賃貸マンション,7,10,10,84500.0,15000.0,0.0,0.0,1K,25.73,台東区,千束３,つくばエクスプレス,浅草駅,10
ジェノヴィア浅草IIIグリーンヴェール,賃貸マンション,7,10,2,133000.0,18000.0,133000.0,133000.0,1LDK,40.46,台東区,千束３,つくばエクスプレス,浅草駅,10
ジェノヴィア浅草IIIグリーンヴェール,賃貸マンション,7,10,2,143000.0,18000.0,0.0,0.0,1LDK,40.46,台東区,千束３,つくばエクスプレス,浅草駅,10
西武池袋線 石神井公園駅 3階建 築15年,賃貸アパート,15,3,3,90000.0,4000.0,0.0,90000.0,1K,30.06,練馬区,石神井町８,西武池袋線,石神井公園駅,7
西武池袋線 石神井公園駅 3階建 築15年,賃貸アパート,15,3,3,90000.0,4000.0,0.0,90000.0,1K,30.06,練馬区,石神井町８,西武池袋線,石神井公園駅,7
アーク上井草,賃貸マンション,29,3,3,102000.0,3000.0,102000.0,0.0,2DK,35.91,杉並区,上井草１,西武新宿線,井荻駅,4
西武池袋線 石神井公園駅 3階建 築1年,賃貸マンション,1,3,2,100000.0,5000.0,100000.0,100000.0,1K,29.0,練馬区,石神井町２,西武池袋線,石神井公園駅,7
西武池袋線 石神井公園駅 3階建 築1年,賃貸マンション,1,3,2,100000.0,5000.0,100000.0,100000.0,1K,29.0,練馬区,石神井町２,西武池袋線,石神井公園駅,7
アビタシオン・木場公園,賃貸マンション,14,8,7,90000.0,5000.0,0.0,90000.0,1K,26.48,江東区,木場５,東京メトロ東西線,木場駅,3
アビタシオン・木場公園,賃貸マンション,14,8,6,90000.0,5000.0,0.0,90000.0,1K,26.48,江東区,木場５,東京メトロ東西線,木場駅,3
エスペランサTAIHOU,賃貸マンション,12,7,3,88000.0,5000.0,88000.0,88000.0,1K,25.44,江東区,清澄２,東京メトロ半蔵門線,清澄白河駅,5
プレスタイル住吉,賃貸マンション,12,11,8,88000.0,9000.0,88000.0,88000.0,1K,25.48,江東区,毛利１,東京メトロ半蔵門線,住吉駅,3
プレスタイル住吉,賃貸マンション,12,11,2,93000.0,10500.0,0.0,93000.0,1K,25.48,江東区,毛利１,東京メトロ半蔵門線,住吉駅,3
ソサエティ関町,賃貸マンション,30,4,2,148000.0,5000.0,148000.0,148000.0,2LDK,56.31,練馬区,関町北４,西武新宿線,東伏見駅,10
Harmony Flats不動前,賃貸マンション,2,4,4,82000.0,12000.0,0.0,0.0,ワンルーム,17.05,品川区,小山１,東急目黒線,不動前駅,7
Harmony Flats不動前,賃貸マンション,2,4,1,85000.0,12000.0,0.0,0.0,ワンルーム,19.6,品川区,小山１,東急目黒線,不動前駅,7
Harmony Flats不動前,賃貸マンション,2,4,4,92000.0,12000.0,0.0,0.0,ワンルーム,20.07,品川区,小山１,東急目黒線,不動前駅,7
東急目黒線 不動前駅 4階建 築2年,賃貸マンション,2,4,4,82000.0,12000.0,0.0,0.0,ワンルーム,17.05,品川区,小山１,東急目黒線,不動前駅,7
東急目黒線 不動前駅 4階建 築2年,賃貸マンション,2,4,1,85000.0,12000.0,0.0,0.0,ワンルーム,19.6,品川区,小山１,東急目黒線,不動前駅,7
東急目黒線 不動前駅 4階建 築2年,賃貸マンション,2,4,4,92000.0,12000.0,0.0,0.0,ワンルーム,20.07,品川区,小山１,東急目黒線,不動前駅,7
ＮＯＮＡ　ＰＬＡＣＥ　渋谷富ヶ谷,賃貸マンション,19,4,2,122000.0,10000.0,122000.0,0.0,1K,25.21,渋谷区,富ヶ谷１,東京メトロ千代田線,代々木公園駅,5
ＮＯＮＡ　ＰＬＡＣＥ　渋谷富ヶ谷,賃貸マンション,19,4,4,123000.0,10000.0,123000.0,0.0,1K,26.26,渋谷区,富ヶ谷１,東京メトロ千代田線,代々木公園駅,5
ＮＯＮＡ　ＰＬＡＣＥ　渋谷富ヶ谷,賃貸マンション,19,4,2,123000.0,10000.0,123000.0,0.0,1K,25.21,渋谷区,富ヶ谷１,東京メトロ千代田線,代々木公園駅,5
ＮＯＮＡ　ＰＬＡＣＥ　渋谷富ヶ谷,賃貸マンション,19,4,4,128000.0,10000.0,128000.0,0.0,1K,29.51,渋谷区,富ヶ谷１,東京メトロ千代田線,代々木公園駅,5
Verona the 赤羽 Lusso,賃貸マンション,11,11,7,84000.0,10000.0,84000.0,84000.0,1K,26.62,北区,赤羽１,ＪＲ京浜東北線,赤羽駅,4
Verona the 赤羽 Lusso,賃貸マンション,11,11,7,87000.0,10000.0,87000.0,87000.0,1K,26.62,北区,赤羽１,ＪＲ京浜東北線,赤羽駅,4
Verona the 赤羽 Lusso,賃貸マンション,11,11,4,88000.0,10000.0,88000.0,88000.0,1K,26.62,北区,赤羽１,ＪＲ京浜東北線,赤羽駅,4
AZEST ID 板橋本町,賃貸マンション,7,4,4,77000.0,10000.0,0.0,77000.0,1K,25.75,北区,西が丘２,都営三田線,板橋本町駅,10
エルシア野方,賃貸アパート,6,2,1,68000.0,2000.0,68000.0,68000.0,1K,18.68,中野区,野方２,西武新宿線,沼袋駅,12
エルシア野方,賃貸アパート,6,2,1,68000.0,2000.0,68000.0,68000.0,1K,18.36,中野区,野方２,西武新宿線,沼袋駅,12
T・M・Forest,賃貸アパート,20,2,1,72000.0,3000.0,0.0,0.0,1K,22.35,品川区,西大井５,湘南新宿ライン宇須,西大井駅,7
スパシエオリエンス板橋本町,賃貸マンション,15,9,4,70000.0,6000.0,0.0,70000.0,1K,21.18,板橋区,本町,都営三田線,板橋本町駅,5
スパシエオリエンス板橋本町,賃貸マンション,15,9,4,70000.0,6000.0,0.0,70000.0,1K,21.18,板橋区,本町,都営三田線,板橋本町駅,5
スパシエオリエンス板橋本町,賃貸マンション,15,9,4,70000.0,6000.0,0.0,70000.0,1K,21.18,板橋区,本町,都営三田線,板橋本町駅,5
スパシエオリエンス板橋本町,賃貸マンション,15,9,4,70000.0,6000.0,0.0,70000.0,1K,21.18,板橋区,本町,都営三田線,板橋本町駅,5
スパシエオリエンス板橋本町,賃貸マンション,15,9,6,62000.0,15000.0,0.0,62000.0,1K,20.52,板橋区,本町,都営三田線,板橋本町駅,5
スパシエオリエンス板橋本町,賃貸マンション,15,9,7,74000.0,3000.0,0.0,0.0,1K,20.52,板橋区,本町,都営三田線,板橋本町駅,5
スパシエオリエンス板橋本町,賃貸マンション,15,9,6,68000.0,10000.0,68000.0,68000.0,1K,20.52,板橋区,本町,都営三田線,板橋本町駅,5
ＺＥＳＴＹ高円寺南,賃貸マンション,13,4,2,100000.0,5000.0,50000.0,100000.0,1K,29.56,杉並区,高円寺南５,ＪＲ中央線,中野駅,8
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,3,70500.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,4,70500.0,15000.0,0.0,0.0,1K,25.52,板橋区,高島平９,都営三田線,西台駅,9
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,10,76000.0,10000.0,0.0,0.0,1K,25.96,板橋区,高島平９,都営三田線,西台駅,9
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,5,71000.0,15000.0,0.0,0.0,1K,25.52,板橋区,高島平９,都営三田線,西台駅,9
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,5,71000.0,15000.0,0.0,0.0,1K,25.52,板橋区,高島平９,都営三田線,西台駅,9
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,7,71500.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,7,72000.0,15000.0,0.0,0.0,1K,25.52,板橋区,高島平９,都営三田線,西台駅,9
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,9,73500.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
都営三田線 西台駅 10階建 築6年,賃貸マンション,6,10,10,76000.0,15000.0,0.0,0.0,1K,25.52,板橋区,高島平９,都営三田線,西台駅,9
ＪＲ中央線 荻窪駅 地下1地上19階建 築25年,賃貸マンション,25,19,2,172000.0,8000.0,172000.0,344000.0,2LDK,60.01,杉並区,荻窪５,ＪＲ中央線,荻窪駅,2
ＪＲ中央線 荻窪駅 地下1地上19階建 築25年,賃貸マンション,25,19,5,177000.0,8000.0,177000.0,354000.0,2LDK,67.04,杉並区,荻窪５,ＪＲ中央線,荻窪駅,2
ＪＲ中央線 荻窪駅 地下1地上19階建 築25年,賃貸マンション,25,19,8,177000.0,8000.0,177000.0,265500.0,2LDK,61.81,杉並区,荻窪５,ＪＲ中央線,荻窪駅,2
ＤＩＰＳ赤羽ＲＥＳＩＤＥＮＣＥ,賃貸マンション,2,12,4,85000.0,10000.0,0.0,85000.0,1K,25.8,北区,志茂２,東京メトロ南北線,志茂駅,2
ＤＩＰＳ赤羽ＲＥＳＩＤＥＮＣＥ,賃貸マンション,2,12,12,210000.0,0.0,210000.0,210000.0,2LDK,56.11,北区,志茂２,東京メトロ南北線,志茂駅,2
ＤＩＰＳ赤羽ＲＥＳＩＤＥＮＣＥ,賃貸マンション,2,12,12,210000.0,8000.0,210000.0,210000.0,2LDK,56.11,北区,志茂２,東京メトロ南北線,志茂駅,2
東京メトロ有楽町線 地下鉄成増駅 7階建 築3年,賃貸マンション,3,7,1,83000.0,10000.0,83000.0,0.0,1K,25.44,練馬区,旭町３,東京メトロ有楽町線,地下鉄成増駅,6
東京メトロ有楽町線 地下鉄成増駅 7階建 築3年,賃貸マンション,3,7,2,88000.0,10000.0,88000.0,0.0,1K,25.44,練馬区,旭町３,東京メトロ有楽町線,地下鉄成増駅,6
東京メトロ有楽町線 地下鉄成増駅 7階建 築3年,賃貸マンション,3,7,1,89000.0,10000.0,89000.0,0.0,1K,25.44,練馬区,旭町３,東京メトロ有楽町線,地下鉄成増駅,6
東京メトロ有楽町線 地下鉄成増駅 7階建 築3年,賃貸マンション,3,7,4,90000.0,10000.0,90000.0,0.0,1K,25.44,練馬区,旭町３,東京メトロ有楽町線,地下鉄成増駅,6
東京メトロ有楽町線 地下鉄成増駅 7階建 築3年,賃貸マンション,3,7,7,96000.0,10000.0,96000.0,0.0,1K,25.44,練馬区,旭町３,東京メトロ有楽町線,地下鉄成増駅,6
ＪＲ京浜東北線 大森駅 12階建 築17年,賃貸マンション,17,12,6,84000.0,5000.0,0.0,0.0,1K,20.72,品川区,南大井６,ＪＲ京浜東北線,大森駅,4
ＪＲ京浜東北線 大森駅 12階建 築17年,賃貸マンション,17,12,9,87000.0,5000.0,87000.0,87000.0,1K,20.72,品川区,南大井６,ＪＲ京浜東北線,大森駅,4
ＪＲ京浜東北線 大森駅 12階建 築17年,賃貸マンション,17,12,4,91000.0,5000.0,0.0,0.0,1K,20.72,品川区,南大井６,ＪＲ京浜東北線,大森駅,4
クレヴィスタ板橋西台II,賃貸マンション,6,10,2,70000.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
クレヴィスタ板橋西台II,賃貸マンション,6,10,1,70000.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
クレヴィスタ板橋西台II,賃貸マンション,6,10,3,70500.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
クレヴィスタ板橋西台II,賃貸マンション,6,10,5,71000.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
クレヴィスタ板橋西台II,賃貸マンション,6,10,7,71500.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
クレヴィスタ板橋西台II,賃貸マンション,6,10,7,72000.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
クレヴィスタ板橋西台II,賃貸マンション,6,10,9,73500.0,15000.0,0.0,0.0,1K,25.62,板橋区,高島平９,都営三田線,西台駅,9
クレヴィスタ板橋西台II,賃貸マンション,6,10,10,76000.0,15000.0,0.0,0.0,1K,25.52,板橋区,高島平９,都営三田線,西台駅,9
クレヴィスタ板橋西台II,賃貸マンション,6,10,10,76000.0,15000.0,0.0,0.0,1K,25.52,板橋区,高島平９,都営三田線,西台駅,9
SOLASIA residence品川大井,賃貸アパート,11,2,2,145000.0,3000.0,72500.0,72500.0,1LDK,67.22,品川区,南大井４,ＪＲ京浜東北線,大井町駅,13
プレール天王洲アイル弐番館,賃貸マンション,20,9,2,78000.0,9000.0,0.0,0.0,1K,21.54,品川区,東品川３,りんかい線,天王洲アイル駅,6
プレール天王洲アイル弐番館,賃貸マンション,20,9,5,78000.0,12000.0,0.0,78000.0,1K,21.54,品川区,東品川３,りんかい線,天王洲アイル駅,6
プレール天王洲アイル弐番館,賃貸マンション,20,9,7,82000.0,10000.0,0.0,0.0,1K,23.76,品川区,東品川３,りんかい線,天王洲アイル駅,6
プレール天王洲アイル弐番館,賃貸マンション,20,9,2,78000.0,15000.0,0.0,78000.0,1K,21.54,品川区,東品川３,りんかい線,天王洲アイル駅,6
プレール天王洲アイル弐番館,賃貸マンション,20,9,4,84000.0,10000.0,0.0,0.0,1K,23.76,品川区,東品川３,りんかい線,天王洲アイル駅,6
プレール天王洲アイル弐番館,賃貸マンション,20,9,7,85000.0,10000.0,0.0,0.0,1K,21.54,品川区,東品川３,りんかい線,天王洲アイル駅,6
プレール天王洲アイル弐番館,賃貸マンション,20,9,7,90000.0,10000.0,0.0,0.0,1K,23.76,品川区,東品川３,りんかい線,天王洲アイル駅,6
プレール天王洲アイル弐番館,賃貸マンション,20,9,9,130000.0,0.0,130000.0,0.0,ワンルーム,31.5,品川区,東品川３,りんかい線,天王洲アイル駅,6
菱和パレス代官山,賃貸マンション,22,8,6,83000.0,8500.0,0.0,83000.0,1K,21.0,渋谷区,東２,ＪＲ山手線,恵比寿駅,9
菱和パレス代官山,賃貸マンション,22,8,6,92000.0,10000.0,0.0,0.0,1K,19.95,渋谷区,東２,ＪＲ山手線,恵比寿駅,9
菱和パレス代官山,賃貸マンション,22,8,1,101000.0,9000.0,101000.0,101000.0,1K,25.55,渋谷区,東２,ＪＲ山手線,恵比寿駅,9
菱和パレス代官山,賃貸マンション,22,8,3,103000.0,10500.0,0.0,103000.0,1K,19.95,渋谷区,東２,ＪＲ山手線,恵比寿駅,9
菱和パレス代官山,賃貸マンション,22,8,3,105000.0,10500.0,0.0,105000.0,1K,19.95,渋谷区,東２,ＪＲ山手線,恵比寿駅,9
アヴァン中野,賃貸アパート,7,2,2,65000.0,3500.0,0.0,0.0,ワンルーム,11.68,中野区,中野１,ＪＲ中央線,東中野駅,10
Glanz東大井WEST,賃貸アパート,5,3,2,72000.0,3000.0,0.0,0.0,1K,16.65,品川区,東大井３,京急本線,立会川駅,4
Glanz東大井WEST,賃貸アパート,5,3,2,76000.0,3000.0,76000.0,76000.0,1K,17.26,品川区,東大井３,京急本線,立会川駅,4
Glanz東大井WEST,賃貸アパート,5,3,2,76000.0,3000.0,76000.0,76000.0,1K,16.65,品川区,東大井３,京急本線,立会川駅,4
レクセル目黒,賃貸マンション,30,4,1,59000.0,3000.0,59000.0,59000.0,1K,16.74,目黒区,目黒本町３,東急目黒線,武蔵小山駅,8
レクセル目黒,賃貸マンション,30,4,3,58000.0,6000.0,0.0,0.0,ワンルーム,16.74,目黒区,目黒本町３,東急目黒線,武蔵小山駅,8
レクセル目黒,賃貸マンション,30,4,3,59000.0,6000.0,59000.0,59000.0,ワンルーム,16.74,目黒区,目黒本町３,東急目黒線,武蔵小山駅,8
レクセル目黒,賃貸マンション,30,4,3,63000.0,5000.0,63000.0,63000.0,1K,16.74,目黒区,目黒本町３,東急目黒線,武蔵小山駅,8
Ｃａｓａ　Ｒｅｇｉｎａ,賃貸マンション,6,3,1,105000.0,5000.0,0.0,105000.0,1LDK,30.11,品川区,豊町６,都営浅草線,中延駅,4
Ｃａｓａ　Ｒｅｇｉｎａ,賃貸マンション,6,3,2,111000.0,0.0,0.0,111000.0,1K,31.55,品川区,豊町６,都営浅草線,中延駅,4
Ｃａｓａ　Ｒｅｇｉｎａ,賃貸マンション,6,3,1,111000.0,0.0,0.0,111000.0,1LDK,30.11,品川区,豊町６,都営浅草線,中延駅,4
Ｃａｓａ　Ｒｅｇｉｎａ,賃貸マンション,6,3,2,108000.0,5000.0,0.0,108000.0,1DK,30.11,品川区,豊町６,都営浅草線,中延駅,4
Ｃａｓａ　Ｒｅｇｉｎａ,賃貸マンション,6,3,1,114000.0,0.0,0.0,114000.0,1LDK,30.11,品川区,豊町６,都営浅草線,中延駅,4
Ｃａｓａ　Ｒｅｇｉｎａ,賃貸マンション,6,3,2,111000.0,5000.0,0.0,111000.0,1DK,31.55,品川区,豊町６,都営浅草線,中延駅,4
Ｃａｓａ　Ｒｅｇｉｎａ,賃貸マンション,6,3,3,117000.0,0.0,0.0,117000.0,1DK,31.55,品川区,豊町６,都営浅草線,中延駅,4
Ｃａｓａ　Ｒｅｇｉｎａ,賃貸マンション,6,3,3,121000.0,0.0,0.0,121000.0,1DK,31.55,品川区,豊町６,都営浅草線,中延駅,4
エスポワール京島,賃貸マンション,20,3,1,65000.0,0.0,65000.0,65000.0,1K,20.02,墨田区,京島１,東京メトロ半蔵門線,押上駅,10
エスポワール京島,賃貸マンション,20,3,1,68000.0,0.0,68000.0,68000.0,1K,20.02,墨田区,京島１,東京メトロ半蔵門線,押上駅,10
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,1,97000.0,10000.0,97000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,1,97000.0,10000.0,97000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,2,98000.0,10000.0,98000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,1,98000.0,10000.0,98000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,1,98000.0,10000.0,98000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,2,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,3,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,2,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,3,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,3,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,2,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,4,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,4,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,4,99000.0,10000.0,99000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,2,100000.0,10000.0,100000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,2,100000.0,10000.0,100000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,3,100000.0,10000.0,100000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
Ｓｕｎｆｌｏｗｅｒ　Ｇａｒｄｅｎ,賃貸マンション,0,7,6,100000.0,10000.0,100000.0,0.0,1K,25.17,世田谷区,世田谷１,東急世田谷線,世田谷駅,4
